1,AA,27,0.047889099,-0.003150599,0.016383113,0.148074352,0.135406405,0.093555001,16.49,16.14,16.32,16.78,0.0025824,5.93325,2,1
1,AA,34,0.074783684,0,0.059332509,0.151039168,0.148095835,0.019874517,17.52,16.49,16.14,16.32,0.037957,0.230814,1,1
1,AA,41,0.008655511,-0.020773226,0.002308136,0.112235916,0.151082558,-0.257121949,17.75,17.52,16.49,16.14,0.04939,-0.632547,-1,0
1,AA,48,0.016676251,-0.006325474,-0.006325474,0.075316607,0.107944733,-0.302266958,18.36,17.75,17.52,16.49,0.012164,-1.76678,-2,0
1,AA,55,0.010011779,-0.060070671,-0.017667845,0.125106457,0.075284747,0.661776936,17.73,18.36,17.75,17.52,0.014161,-1.36823,-2,0
1,AA,62,0.007733492,-0.040452112,-0.013682332,0.103088882,0.125203821,-0.1766315,17.61,17.73,18.36,17.75,-0.036311,-3.31725,-2,0
1,AA,69,0.010253317,-0.069963812,-0.033172497,0.107618965,0.103063654,0.044199004,17.03,17.61,17.73,18.36,-0.010258,1.00313,2,1
1,AA,76,0.023824451,-0.032601881,0.010031348,0.122682645,0.107587475,0.140306014,17.12,17.03,17.61,17.73,-0.024441,4.33455,2,1
1,AA,83,0.052503053,-0.007326007,0.043345543,0.089920496,0.122692374,-0.267106073,18.16,17.12,17.03,17.61,0.028543,1.98482,2,1
1,AXP,27,0.004777416,-0.057111835,-0.047557003,0.042963814,0.032435287,0.324601012,52.5,55.06,55.36,53.1,-0.026734,-0.70247,-1,0
1,AXP,34,0.002266032,-0.022207115,-0.0070247,0.033002166,0.042965551,-0.2318924,52.45,52.5,55.06,55.36,-0.037934,6.34668,2,1
1,AXP,41,0.064376706,-0.001819836,0.063466788,0.036547036,0.033000421,0.107471834,55.96,52.45,52.5,55.06,0.027788,-1.91728,-2,0
1,AXP,48,0.010986644,-0.01917277,-0.01917277,0.023863493,0.036546804,-0.347042967,54.5,55.96,52.45,52.5,0.043722,-3.13752,-2,0
1,AXP,55,0.00400534,-0.04294615,-0.031375167,0.032979461,0.023756793,0.388211831,52.34,54.5,55.96,52.45,-0.045062,-0.0228676,0,0
1,AXP,62,0.021724217,-0.022410245,-0.000228676,0.032422024,0.032978491,-0.01687362,52.57,52.34,54.5,55.96,-0.026447,0.957592,1,1
1,AXP,69,0.038303694,-0.00752394,0.009575923,0.031283295,0.032424069,-0.035182934,53.24,52.57,52.34,54.5,0.01422,0.706794,1,1
1,AXP,76,0.013907889,-0.038075695,0.007067943,0.034728487,0.031281965,0.110175996,53.11,53.24,52.57,52.34,0.0089532,1.87709,2,1
1,AXP,83,0.019217877,-0.01452514,0.01877095,0.025612841,0.034726844,-0.262448355,54.82,53.11,53.24,52.57,0.0063845,-0.395257,-1,0
